Rooms,Suburb,Address,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
3,Newport,112 Johnston St,h,1230000.0,S,Williams,24/06/2017,6.2,3015.0,3.0,1.0,1.0,396.0,123.0,1900.0,Hobsons Bay,-37.8363,144.87588,Western Metropolitan,5498.0
3,Newport,36 Junction St,h,1220000.0,SP,Hunter,24/06/2017,6.2,3015.0,3.0,1.0,2.0,492.0,103.0,1940.0,Hobsons Bay,-37.83529,144.87893,Western Metropolitan,5498.0
4,Niddrie,48 Ida St,h,1315000.0,S,Barry,24/06/2017,10.4,3042.0,4.0,2.0,2.0,650.0,,,Moonee Valley,-37.745490000000004,144.88666,Western Metropolitan,2291.0
3,Noble Park,21 Conley St,h,660000.0,S,Leyton,24/06/2017,22.7,3174.0,3.0,1.0,2.0,550.0,112.0,1960.0,Greater Dandenong,-37.98298,145.17932,South-Eastern Metropolitan,11806.0
2,North Melbourne,106/25 Oxford St,u,570000.0,VB,Alexkarbon,24/06/2017,1.8,3051.0,2.0,2.0,1.0,1223.0,81.0,2011.0,Melbourne,-37.8006,144.95418999999995,Northern Metropolitan,6821.0
2,North Melbourne,2/7 Oxford St,u,850000.0,VB,W.B.,24/06/2017,1.8,3051.0,2.0,3.0,1.0,1223.0,,,Melbourne,-37.8006,144.95418999999995,Northern Metropolitan,6821.0
5,North Warrandyte,46 Osborne Rd,h,1550000.0,VB,Jellis,24/06/2017,21.1,3113.0,5.0,3.0,4.0,4221.0,321.0,1980.0,Nillumbik,-37.733709999999995,145.24045,Eastern Metropolitan,1058.0
3,Northcote,114 Beavers Rd,h,1000000.0,VB,Nelson,24/06/2017,5.3,3070.0,3.0,1.0,1.0,188.0,,,Darebin,-37.76592,144.99265,Northern Metropolitan,11364.0
3,Northcote,128 Charles St,h,1240000.0,S,Nelson,24/06/2017,5.3,3070.0,3.0,1.0,1.0,247.0,,,Darebin,-37.77747,144.99587,Northern Metropolitan,11364.0
3,Northcote,78 Jenkins St,h,1590000.0,S,Jellis,24/06/2017,5.3,3070.0,3.0,1.0,1.0,563.0,,,Darebin,-37.765570000000004,145.01051999999999,Northern Metropolitan,11364.0
3,Northcote,23 Leonard St,h,1275000.0,VB,Jellis,24/06/2017,5.3,3070.0,3.0,1.0,0.0,245.0,,,Darebin,-37.78167,145.01316,Northern Metropolitan,11364.0
3,Northcote,22 Waterloo Rd,h,1350000.0,VB,Nelson,24/06/2017,5.3,3070.0,3.0,1.0,0.0,271.0,,1910.0,Darebin,-37.7754,145.00229,Northern Metropolitan,11364.0
4,Nunawading,5 Lynette St,h,1075000.0,PI,Ray,24/06/2017,15.4,3131.0,4.0,2.0,2.0,697.0,216.0,1970.0,Whitehorse,-37.808640000000004,145.17161000000004,Eastern Metropolitan,4973.0
3,Oak Park,4 Barina Rd,h,821000.0,S,Stockdale,24/06/2017,11.2,3046.0,3.0,1.0,1.0,656.0,,,Moreland,-37.71467,144.92304,Northern Metropolitan,2651.0
4,Oak Park,79 New Rd,h,1071888.0,SP,Rendina,24/06/2017,11.2,3046.0,4.0,2.0,4.0,553.0,190.0,2001.0,Moreland,-37.71328,144.90585,Northern Metropolitan,2651.0
2,Oak Park,3/13 Sylvester St,t,560000.0,SP,Eview,24/06/2017,11.2,3046.0,2.0,1.0,1.0,132.0,73.0,2014.0,Moreland,-37.72048,144.91323,Northern Metropolitan,2651.0
5,Oakleigh,5 Eastgate St,h,1750000.0,S,HAR,24/06/2017,12.3,3166.0,5.0,2.0,2.0,546.0,313.0,1935.0,Monash,-37.90465,145.08893999999995,Southern Metropolitan,3224.0
3,Oakleigh East,33 Greta St,h,1210000.0,S,Buxton,24/06/2017,12.3,3166.0,3.0,1.0,2.0,700.0,115.0,1960.0,Monash,-37.9125,145.11844,Southern Metropolitan,2547.0
4,Oakleigh South,10 Devoy St,h,1500000.0,S,Buxton,24/06/2017,15.5,3167.0,4.0,2.0,2.0,597.0,,,Monash,-37.91753,145.08524,South-Eastern Metropolitan,3692.0
4,Oakleigh South,4 Hardy Ct,h,1215000.0,S,Buxton,24/06/2017,15.5,3167.0,4.0,2.0,4.0,619.0,,,Monash,-37.92542,145.10622,South-Eastern Metropolitan,3692.0
3,Oakleigh South,192 Haughton Rd,h,1265000.0,S,HAR,24/06/2017,15.5,3167.0,3.0,1.0,1.0,743.0,,,Monash,-37.91282,145.10376000000005,South-Eastern Metropolitan,3692.0
4,Oakleigh South,266 Warrigal Rd,h,1050000.0,S,Buxton,24/06/2017,15.5,3167.0,4.0,2.0,2.0,624.0,,,Monash,-37.91489,145.08441000000005,South-Eastern Metropolitan,3692.0
2,Ormond,1/276 Grange Rd,h,790000.0,S,Gary,24/06/2017,11.4,3204.0,2.0,1.0,2.0,253.0,,,Glen Eira,-37.90173,145.04466000000005,Southern Metropolitan,3578.0
4,Pakenham,69 Willowtree Dr,h,410500.0,S,C21,24/06/2017,47.3,3810.0,4.0,2.0,2.0,425.0,,,Cardinia,-38.07474000000001,145.45376000000005,Eastern Victoria,17384.0
4,Parkdale,22 Keith St,h,1300000.0,SP,Buxton,24/06/2017,21.5,3195.0,4.0,2.0,2.0,597.0,150.0,1970.0,Kingston,-37.99232,145.08469,South-Eastern Metropolitan,5087.0
3,Parkdale,36A Warrigal Rd,h,1400000.0,VB,Buxton,24/06/2017,21.5,3195.0,3.0,2.0,2.0,259.0,,2007.0,Kingston,-37.9905,145.06999,South-Eastern Metropolitan,5087.0
3,Pascoe Vale,44 Arndt Rd,h,955000.0,S,Raine,24/06/2017,8.5,3044.0,3.0,1.0,4.0,645.0,,,Moreland,-37.72029000000001,144.92896000000005,Northern Metropolitan,7485.0
2,Pascoe Vale,49 Kent Rd,h,860000.0,SP,Nelson,24/06/2017,8.5,3044.0,2.0,1.0,4.0,609.0,,,Moreland,-37.720909999999996,144.94601,Northern Metropolitan,7485.0
2,Pascoe Vale,12 Shanley St,h,740000.0,S,Brad,24/06/2017,8.5,3044.0,2.0,1.0,1.0,487.0,88.0,1940.0,Moreland,-37.71949,144.94283000000001,Northern Metropolitan,7485.0
2,Port Melbourne,6/5 Liardet St,u,816000.0,S,hockingstuart,24/06/2017,3.5,3207.0,2.0,1.0,1.0,0.0,,2000.0,Port Phillip,-37.84237,144.94486,Southern Metropolitan,8648.0
3,Port Melbourne,308/15 Pickles St,u,800000.0,S,Greg,24/06/2017,3.5,3207.0,3.0,1.0,2.0,0.0,80.0,2008.0,Port Phillip,-37.84426,144.94415,Southern Metropolitan,8648.0
2,Prahran,9/305 Dandenong Rd,u,1020000.0,S,hockingstuart,24/06/2017,4.6,3181.0,2.0,1.0,1.0,0.0,102.0,1920.0,Stonnington,-37.85931,145.00616000000005,Southern Metropolitan,7717.0
2,Prahran,24/8 Sydney St,u,660000.0,S,Jellis,24/06/2017,4.6,3181.0,2.0,2.0,1.0,0.0,76.0,1970.0,Stonnington,-37.85184,145.01049,Southern Metropolitan,7717.0
3,Preston,21 Edwin St,h,1242000.0,S,McGrath,24/06/2017,8.4,3072.0,3.0,2.0,3.0,468.0,135.5,1940.0,Darebin,-37.75335,145.01641999999995,Northern Metropolitan,14577.0
2,Preston,186 Gilbert Rd,h,1365000.0,S,RW,24/06/2017,8.4,3072.0,2.0,1.0,2.0,525.0,,,Darebin,-37.744409999999995,144.98928,Northern Metropolitan,14577.0
3,Preston,1/40 Grandview Rd,u,691000.0,S,Miles,24/06/2017,8.4,3072.0,3.0,1.0,1.0,170.0,,,Darebin,-37.736979999999996,144.98686,Northern Metropolitan,14577.0
2,Preston,10 Ivy St,t,660000.0,PI,Jellis,24/06/2017,8.4,3072.0,2.0,2.0,1.0,70.0,,1940.0,Darebin,-37.74645,144.98888,Northern Metropolitan,14577.0
3,Preston,72d Oakover Rd,t,875000.0,S,Harcourts,24/06/2017,8.4,3072.0,3.0,2.0,2.0,214.0,,,Darebin,-37.74886,144.99225,Northern Metropolitan,14577.0
5,Preston,173 Raglan St,h,1350000.0,S,RW,24/06/2017,8.4,3072.0,5.0,3.0,4.0,525.0,266.76,2014.0,Darebin,-37.750170000000004,145.01203999999996,Northern Metropolitan,14577.0
3,Preston,6 The Mews,h,1020000.0,VB,Nelson,24/06/2017,8.4,3072.0,3.0,3.0,2.0,158.0,159.0,2008.0,Darebin,-37.75026,144.98428,Northern Metropolitan,14577.0
3,Reservoir,1 Balfour St,h,630000.0,S,Woodards,24/06/2017,12.0,3073.0,3.0,1.0,2.0,0.0,,,Darebin,-37.69528,145.00523,Northern Metropolitan,21650.0
3,Reservoir,29 Byfield St,h,877500.0,S,Nelson,24/06/2017,12.0,3073.0,3.0,1.0,1.0,598.0,,,Darebin,-37.71394,145.00387,Northern Metropolitan,21650.0
5,Reservoir,69 Chauvel St,h,912000.0,S,Ray,24/06/2017,12.0,3073.0,5.0,3.0,4.0,890.0,203.0,1960.0,Darebin,-37.70295,145.00277,Northern Metropolitan,21650.0
3,Reservoir,9 Kelverne St,h,685000.0,S,Nelson,24/06/2017,12.0,3073.0,3.0,1.0,3.0,494.0,102.0,1960.0,Darebin,-37.71477,144.98235,Northern Metropolitan,21650.0
1,Reservoir,1/31 Kenilworth St,u,270000.0,PI,Stockdale,24/06/2017,12.0,3073.0,1.0,1.0,1.0,0.0,60.0,1980.0,Darebin,-37.714079999999996,145.00441,Northern Metropolitan,21650.0
3,Reservoir,13 McColl St,h,911000.0,S,Harcourts,24/06/2017,12.0,3073.0,3.0,1.0,4.0,601.0,,1950.0,Darebin,-37.72943,145.01904,Northern Metropolitan,21650.0
1,Reservoir,4/43 St Vigeons Rd,u,365000.0,SP,Ray,24/06/2017,12.0,3073.0,1.0,1.0,1.0,113.0,,,Darebin,-37.70717,145.02643,Northern Metropolitan,21650.0
2,Reservoir,1/65 Thackeray Rd,u,470000.0,VB,RW,24/06/2017,12.0,3073.0,2.0,1.0,1.0,73.0,,,Darebin,-37.72128,145.00995,Northern Metropolitan,21650.0
2,Richmond,7/129 Hoddle St,u,890500.0,SP,Biggin,24/06/2017,2.4,3121.0,2.0,2.0,2.0,180.0,123.0,1940.0,Yarra,-37.81443,144.99079,Northern Metropolitan,14949.0
1,Richmond,15/104 Rowena Pde,u,355000.0,SP,Biggin,24/06/2017,2.4,3121.0,1.0,1.0,0.0,1082.0,,1970.0,Yarra,-37.8211,144.99549,Northern Metropolitan,14949.0
3,Richmond,15 The Crofts,h,1300000.0,VB,Jellis,24/06/2017,2.4,3121.0,3.0,1.0,0.0,200.0,,,Yarra,-37.8196,144.99101000000005,Northern Metropolitan,14949.0
2,Richmond,4/12 Woodlawn St,u,717000.0,S,Nelson,24/06/2017,2.4,3121.0,2.0,1.0,0.0,316.0,,,Yarra,-37.82295,144.99146000000005,Northern Metropolitan,14949.0
3,Richmond,18 Yorkshire St,h,1530000.0,S,Marshall,24/06/2017,2.4,3121.0,3.0,1.0,2.0,187.0,,1900.0,Yarra,-37.83199000000001,144.99909,Northern Metropolitan,14949.0
4,Riddells Creek,53 Bluegum Cct,h,817000.0,S,Raine,24/06/2017,47.4,3431.0,4.0,2.0,4.0,1459.0,272.4,2011.0,Macedon Ranges,-37.45709,144.68999,Northern Victoria,1475.0
3,Ringwood,6 Ford St,h,1291000.0,S,Ray,24/06/2017,19.9,3134.0,3.0,2.0,2.0,776.0,,,Maroondah,-37.81685,145.2353,Eastern Metropolitan,7785.0
3,Ringwood,132 Wonga Rd,h,1085000.0,S,Fletchers,24/06/2017,19.9,3134.0,3.0,2.0,2.0,921.0,,1980.0,Maroondah,-37.78649,145.24836000000005,Eastern Metropolitan,7785.0
3,Ringwood North,28 Through Rd,h,750000.0,S,Fletchers,24/06/2017,19.9,3134.0,3.0,1.0,1.0,446.0,114.0,1955.0,Maroondah,-37.7987,145.23032,Eastern Metropolitan,3619.0
2,Ripponlea,84 Brighton Rd,h,1005000.0,PI,McGrath,24/06/2017,7.2,3185.0,2.0,2.0,2.0,290.0,,,Port Phillip,-37.87726,144.99336,Southern Metropolitan,821.0
4,Rowville,71 Kellbourne Dr,h,860000.0,S,Fletchers,24/06/2017,23.5,3178.0,4.0,2.0,0.0,725.0,196.0,1985.0,Knox,-37.9088,145.26318999999995,South-Eastern Metropolitan,11667.0
4,Sandhurst,4 Galilee Dr,h,645000.0,SP,Harcourts,24/06/2017,34.7,3977.0,4.0,2.0,2.0,448.0,187.0,2010.0,Frankston,-38.0817,145.19654,South-Eastern Metropolitan,1721.0
4,Sandringham,26 Regent Ct,h,1770000.0,S,Charlton,24/06/2017,15.2,3191.0,4.0,2.0,2.0,463.0,233.0,1998.0,Bayside,-37.95877,145.02701000000005,Southern Metropolitan,4497.0
5,Sandringham,56 Victoria St,h,2250000.0,VB,hockingstuart,24/06/2017,15.2,3191.0,5.0,3.0,2.0,640.0,,1980.0,Bayside,-37.95698,145.0166,Southern Metropolitan,4497.0
3,Scoresby,147 George St,h,833800.0,SP,Barry,24/06/2017,22.2,3179.0,3.0,1.0,0.0,730.0,,,Knox,-37.88919,145.21629,Eastern Metropolitan,2206.0
6,Seaford,42 Mitchell St,h,1050000.0,S,U,24/06/2017,35.4,3198.0,6.0,4.0,2.0,662.0,373.0,,Frankston,-38.1078,145.1305,South-Eastern Metropolitan,8077.0
3,Seddon,36 Bayview Rd,h,1085000.0,S,Village,24/06/2017,5.1,3011.0,3.0,1.0,1.0,297.0,211.0,1920.0,Maribyrnong,-37.808279999999996,144.8856,Western Metropolitan,2417.0
4,Silvan,1 Parker Rd,h,1070000.0,S,Ray,24/06/2017,34.6,3795.0,4.0,2.0,3.0,38490.0,,,Yarra Ranges,-37.83229,145.43003000000004,Eastern Victoria,457.0
3,South Melbourne,14 Ward St,h,1700000.0,S,Conquest,24/06/2017,1.9,3205.0,3.0,1.0,1.0,118.0,,,Port Phillip,-37.83347,144.95692,Southern Metropolitan,5943.0
2,South Yarra,108/32 Bray St,u,470000.0,PI,Dingle,24/06/2017,2.7,3141.0,2.0,1.0,1.0,1890.0,,,Stonnington,-37.84446,144.99552,Southern Metropolitan,14887.0
2,South Yarra,6/90 Clowes St,u,945000.0,PI,Castran,24/06/2017,2.7,3141.0,2.0,1.0,1.0,708.0,,1970.0,Melbourne,-37.83041,144.98494,Southern Metropolitan,14887.0
3,South Yarra,348 Punt Rd,h,900000.0,VB,Castran,24/06/2017,2.7,3141.0,3.0,1.0,1.0,119.0,,,Stonnington,-37.8414,144.98608000000004,Southern Metropolitan,14887.0
3,South Yarra,24 Tivoli Rd,h,1810000.0,S,Jellis,24/06/2017,2.7,3141.0,3.0,2.0,2.0,273.0,,,Stonnington,-37.8386,144.99851999999996,Southern Metropolitan,14887.0
3,Spotswood,1 Bernard St,h,785000.0,S,Williams,24/06/2017,6.2,3015.0,3.0,1.0,2.0,343.0,,,Hobsons Bay,-37.83187,144.88966000000005,Western Metropolitan,1223.0
3,Springvale,5 Sullivan St,h,770000.0,S,Stockdale,24/06/2017,20.8,3171.0,3.0,1.0,1.0,606.0,,,Greater Dandenong,-37.93861,145.15351,South-Eastern Metropolitan,7412.0
3,St Albans,63 Lovell Dr,h,600000.0,PI,FN,24/06/2017,14.0,3021.0,3.0,1.0,3.0,565.0,,,Brimbank,-37.764540000000004,144.80611000000005,Western Metropolitan,14042.0
4,St Kilda,3 Mitford Pl,h,1650000.0,PI,Wilson,24/06/2017,5.0,3182.0,4.0,2.0,2.0,268.0,,,Port Phillip,-37.87294,144.98118,Southern Metropolitan,13240.0
3,Strathmore,164 Mascoma St,h,883000.0,S,Considine,24/06/2017,8.2,3041.0,3.0,1.0,1.0,534.0,,,Moonee Valley,-37.719,144.90634,Western Metropolitan,3284.0
3,Strathmore,140 Woodland St,h,1650000.0,S,Trimson,24/06/2017,8.2,3041.0,3.0,3.0,2.0,698.0,,,Moonee Valley,-37.742459999999994,144.92074,Western Metropolitan,3284.0
3,Sunbury,64 Station St,h,755000.0,S,Brad,24/06/2017,31.7,3429.0,3.0,1.0,2.0,1011.0,,,Hume,-37.58419,144.73188000000005,Western Metropolitan,14092.0
4,Sunshine West,7 Arnold St,h,780000.0,S,Sweeney,24/06/2017,10.5,3020.0,4.0,2.0,2.0,696.0,199.0,1999.0,Brimbank,-37.78647,144.81319,Western Metropolitan,6763.0
3,Sunshine West,1/41 Bardsley St,u,518000.0,S,HAR,24/06/2017,10.5,3020.0,3.0,1.0,1.0,322.0,,,Brimbank,-37.79209,144.82023999999996,Western Metropolitan,6763.0
5,Surrey Hills,52 Park Rd,h,2000000.0,VB,Noel,24/06/2017,10.2,3127.0,5.0,3.0,2.0,735.0,286.0,1945.0,Whitehorse,-37.83583,145.10664,Southern Metropolitan,5457.0
3,Surrey Hills,430 Whitehorse Rd,h,1050000.0,S,Marshall,24/06/2017,10.2,3127.0,3.0,2.0,2.0,444.0,,,Boroondara,-37.81411,145.09055,Southern Metropolitan,5457.0
4,Taylors Lakes,2 Glover Ct,h,716000.0,S,Barry,24/06/2017,15.5,3038.0,4.0,2.0,2.0,684.0,,,Brimbank,-37.69274,144.76971,Western Metropolitan,5336.0
4,Templestowe,6 Annan Pl,h,1450000.0,PI,Jellis,24/06/2017,15.5,3106.0,4.0,2.0,2.0,883.0,300.0,2005.0,Manningham,-37.76255,145.16233,Eastern Metropolitan,6202.0
4,Templestowe,19 Dena Ct,h,1860000.0,PI,Jellis,24/06/2017,15.5,3106.0,4.0,3.0,3.0,682.0,315.0,1995.0,Manningham,-37.7572,145.15456,Eastern Metropolitan,6202.0
3,Templestowe Lower,20 Fyfe Dr,h,1181000.0,S,Jellis,24/06/2017,12.4,3107.0,3.0,1.0,2.0,656.0,,,Manningham,-37.77158,145.11816000000005,Eastern Metropolitan,5420.0
4,Templestowe Lower,23 Gertrude St,h,1352000.0,S,Ray,24/06/2017,12.4,3107.0,4.0,2.0,3.0,725.0,,,Manningham,-37.764720000000004,145.10261,Eastern Metropolitan,5420.0
3,Thomastown,15 Charlton Pl,h,632500.0,S,Harcourts,24/06/2017,15.3,3074.0,3.0,1.0,2.0,536.0,,,Whittlesea,-37.67669,144.99197,Northern Metropolitan,7955.0
3,Thomastown,2/4 Currajong St,u,460000.0,S,Love,24/06/2017,15.3,3074.0,3.0,1.0,1.0,340.0,,1980.0,Whittlesea,-37.67803,145.01769,Northern Metropolitan,7955.0
3,Thomastown,18 Darebin Dr,h,651000.0,S,Harcourts,24/06/2017,15.3,3074.0,3.0,1.0,2.0,555.0,135.0,1970.0,Whittlesea,-37.682109999999994,145.03204,Northern Metropolitan,7955.0
3,Thomastown,52 The Boulevard,h,831000.0,S,Barry,24/06/2017,15.3,3074.0,3.0,1.0,2.0,651.0,,1950.0,Whittlesea,-37.67856,145.01728,Northern Metropolitan,7955.0
3,Thornbury,19 Alston St,h,1250000.0,PI,Jellis,24/06/2017,7.0,3071.0,3.0,1.0,2.0,695.0,133.0,1960.0,Darebin,-37.75506,145.01841000000005,Northern Metropolitan,8870.0
2,Thornbury,243 Darebin Rd,h,1460000.0,S,Nelson,24/06/2017,7.0,3071.0,2.0,1.0,2.0,508.0,,,Darebin,-37.764990000000004,145.01723,Northern Metropolitan,8870.0
2,Thornbury,29 Speight St,h,1000000.0,PI,Nelson,24/06/2017,7.0,3071.0,2.0,1.0,2.0,443.0,,,Darebin,-37.762190000000004,145.00968,Northern Metropolitan,8870.0
3,Thornbury,3 Tharratt St,h,1420000.0,S,Ray,24/06/2017,7.0,3071.0,3.0,1.0,2.0,438.0,,,Darebin,-37.75375,145.00846,Northern Metropolitan,8870.0
3,Toorak,6/1 Ruabon Rd,u,640000.0,PI,hockingstuart,24/06/2017,4.1,3142.0,3.0,1.0,1.0,0.0,,1970.0,Stonnington,-37.84744,145.00783,Southern Metropolitan,7217.0
2,Travancore,1/15 Flemington St,t,856000.0,S,Nelson,24/06/2017,4.3,3032.0,2.0,1.0,2.0,326.0,,1996.0,Moonee Valley,-37.78281,144.93567,Western Metropolitan,1052.0
4,Vermont,41 Carinya Rd,h,1235000.0,SP,Noel,24/06/2017,17.2,3133.0,4.0,2.0,4.0,624.0,161.0,1960.0,Whitehorse,-37.83344,145.19063,Eastern Metropolitan,4181.0
5,Vermont South,14 Hartland Rd,h,1425000.0,PI,McGrath,24/06/2017,17.2,3133.0,5.0,3.0,3.0,842.0,,,Whitehorse,-37.85841,145.18248,Eastern Metropolitan,4280.0
4,Vermont South,6 Nolan Cl,h,1650000.0,PI,Noel,24/06/2017,17.2,3133.0,4.0,2.0,2.0,1250.0,,,Whitehorse,-37.84825,145.18764,Eastern Metropolitan,4280.0
4,Vermont South,3 Reynella Cl,h,1400000.0,PI,Jellis,24/06/2017,17.2,3133.0,4.0,3.0,2.0,882.0,,,Whitehorse,-37.85484,145.1989,Eastern Metropolitan,4280.0
4,Vermont South,3 Terrara Ct,h,1290000.0,S,Ray,24/06/2017,17.2,3133.0,4.0,2.0,2.0,407.0,300.0,2003.0,Whitehorse,-37.85028,145.18787,Eastern Metropolitan,4280.0
3,Viewbank,178 Graham Rd,h,825000.0,S,Barry,24/06/2017,8.9,3084.0,3.0,1.0,0.0,658.0,,,Banyule,-37.73346,145.08359,Eastern Metropolitan,2698.0
4,Wantirna,6 Deauville Ct,h,1000000.0,SP,Barry,24/06/2017,14.7,3152.0,4.0,2.0,1.0,722.0,,1980.0,Knox,-37.85848,145.23982,Eastern Metropolitan,5424.0
3,Wantirna South,11 Henry Rd,h,1160000.0,S,Ray,24/06/2017,14.7,3152.0,3.0,1.0,4.0,733.0,,,Knox,-37.87105,145.23872,Eastern Metropolitan,7082.0
6,Wantirna South,14 Riverpark Dr,h,1180000.0,S,Ray,24/06/2017,14.7,3152.0,6.0,2.0,2.0,453.0,305.0,2001.0,Knox,-37.87309000000001,145.23078,Eastern Metropolitan,7082.0
4,Watsonia North,57 Sellars St,h,800000.0,SP,Buckingham,24/06/2017,14.5,3087.0,4.0,2.0,3.0,777.0,,,Banyule,-37.698370000000004,145.08992,Northern Metropolitan,1442.0
2,West Footscray,243 Essex St,h,749000.0,S,Jas,24/06/2017,6.4,3012.0,2.0,1.0,1.0,369.0,,,Maribyrnong,-37.79221,144.86408,Western Metropolitan,5058.0
3,West Melbourne,148 Adderley St,h,1370000.0,S,Jellis,24/06/2017,3.1,3003.0,3.0,1.0,0.0,121.0,,,Melbourne,-37.80973,144.9472,Northern Metropolitan,2230.0
4,Wheelers Hill,7 Darvell Cl,h,1272000.0,S,Jellis,24/06/2017,16.7,3150.0,4.0,2.0,2.0,733.0,,,Monash,-37.912929999999996,145.20078999999996,South-Eastern Metropolitan,7392.0
2,Windsor,27 Hornby St,h,957500.0,S,hockingstuart,24/06/2017,4.6,3181.0,2.0,1.0,1.0,136.0,58.0,1892.0,Stonnington,-37.85542,144.99571,Southern Metropolitan,4380.0
3,Windsor,16 Wrexham Rd,h,2080000.0,PI,Kay,24/06/2017,4.6,3181.0,3.0,2.0,2.0,754.0,177.8,1905.0,Stonnington,-37.856790000000004,145.00089,Southern Metropolitan,4380.0
3,Yallambie,3 Sirius Ct,h,852000.0,S,Barry,24/06/2017,12.7,3085.0,3.0,2.0,2.0,629.0,139.4,1990.0,Banyule,-37.730579999999996,145.08705,Northern Metropolitan,1369.0
2,Abbotsford,1/43 Abbotsford St,u,505000.0,PI,Nelson,27/05/2017,3.0,3067.0,2.0,1.0,1.0,0.0,38.0,1970.0,Yarra,-37.80206,145.00015,Northern Metropolitan,4019.0
3,Abbotsford,67 Yarra St,h,1402500.0,S,Jellis,27/05/2017,3.0,3067.0,3.0,1.0,1.0,270.0,101.0,1960.0,Yarra,-37.8023,144.99615,Northern Metropolitan,4019.0
5,Aberfeldie,5 Rita St,h,2905000.0,S,Rendina,27/05/2017,7.5,3040.0,5.0,3.0,2.0,557.0,364.0,2010.0,Moonee Valley,-37.76181,144.89327,Western Metropolitan,1543.0
2,Airport West,163 Halsey Rd,h,650000.0,S,Prime,27/05/2017,10.4,3042.0,2.0,1.0,3.0,374.0,96.0,1950.0,Moonee Valley,-37.718109999999996,144.87693000000004,Western Metropolitan,3464.0
3,Airport West,127A Parer Rd,t,856000.0,S,Barry,27/05/2017,10.4,3042.0,3.0,2.0,1.0,300.0,212.0,2011.0,Moonee Valley,-37.71917,144.87819,Western Metropolitan,3464.0
3,Albert Park,96 Danks St,h,1505000.0,S,Cayzer,27/05/2017,3.0,3206.0,3.0,1.0,1.0,149.0,109.0,1890.0,Port Phillip,-37.84587,144.94828,Southern Metropolitan,3280.0
3,Albert Park,99 Merton St,h,1900000.0,S,hockingstuart,27/05/2017,3.0,3206.0,3.0,1.0,1.0,186.0,,,Port Phillip,-37.84431,144.95532,Southern Metropolitan,3280.0
3,Albion,2/36 Selwyn St,u,600000.0,SA,Douglas,27/05/2017,10.5,3020.0,3.0,2.0,2.0,247.0,127.0,2013.0,Brimbank,-37.779759999999996,144.81559,Western Metropolitan,2185.0
2,Altona,7 Maidstone St,h,1030000.0,S,Barlow,27/05/2017,11.0,3018.0,2.0,1.0,1.0,743.0,,,Hobsons Bay,-37.8732,144.81331,Western Metropolitan,5301.0
3,Altona,70 Purnell St,h,1005000.0,S,Barlow,27/05/2017,11.0,3018.0,3.0,1.0,4.0,575.0,112.0,1960.0,Hobsons Bay,-37.86715,144.80612,Western Metropolitan,5301.0
2,Armadale,8/74 Denbigh Rd,u,410000.0,VB,hockingstuart,27/05/2017,6.3,3143.0,2.0,1.0,0.0,1097.0,63.0,1967.0,Stonnington,-37.85549,145.0163,Southern Metropolitan,4836.0
2,Armadale,5/6 St James Rd,u,590000.0,S,Jellis,27/05/2017,6.3,3143.0,2.0,1.0,1.0,903.0,,,Stonnington,-37.859629999999996,145.02077,Southern Metropolitan,4836.0
3,Armadale,31A Sutherland Rd,h,1850000.0,VB,Jellis,27/05/2017,6.3,3143.0,3.0,2.0,2.0,348.0,,1952.0,Stonnington,-37.85862,145.01676,Southern Metropolitan,4836.0
3,Ascot Vale,39 Middle St,h,1530000.0,S,Nelson,27/05/2017,4.3,3032.0,3.0,2.0,1.0,257.0,162.0,1915.0,Moonee Valley,-37.77727,144.92655,Western Metropolitan,6567.0
3,Ascot Vale,30 Milton St,h,865000.0,PI,Nelson,27/05/2017,4.3,3032.0,3.0,1.0,0.0,217.0,,1910.0,Moonee Valley,-37.77391,144.92151,Western Metropolitan,6567.0
3,Ascot Vale,13 Victory Pde,h,1370000.0,S,Nelson,27/05/2017,4.3,3032.0,3.0,2.0,2.0,566.0,,,Moonee Valley,-37.7801,144.90976,Western Metropolitan,6567.0
3,Ascot Vale,91A Walter St,h,1082000.0,S,Nelson,27/05/2017,4.3,3032.0,3.0,2.0,2.0,254.0,120.0,2000.0,Moonee Valley,-37.77549000000001,144.90865,Western Metropolitan,6567.0
4,Ashburton,55 Fakenham Rd,h,1972500.0,S,Buxton,27/05/2017,10.2,3147.0,4.0,1.0,1.0,676.0,,,Boroondara,-37.86223,145.08696,Southern Metropolitan,3052.0
3,Ashburton,27 Vears Rd,h,1775000.0,S,Buxton,27/05/2017,10.2,3147.0,3.0,2.0,2.0,721.0,,,Boroondara,-37.86123,145.08845,Southern Metropolitan,3052.0
4,Aspendale,31 Mill St,h,1150000.0,PI,Buxton,27/05/2017,21.5,3195.0,4.0,2.0,2.0,599.0,,,Kingston,-38.01468,145.09788999999995,South-Eastern Metropolitan,2824.0
4,Avondale Heights,24 Thompson St,h,835000.0,SP,Nelson,27/05/2017,9.5,3034.0,4.0,2.0,2.0,573.0,,1960.0,Moonee Valley,-37.76272,144.85568999999995,Western Metropolitan,4502.0
2,Balwyn,1/100 Balwyn Rd,u,460000.0,PI,Barry,27/05/2017,7.9,3103.0,2.0,1.0,1.0,0.0,,,Boroondara,-37.81172,145.08175,Southern Metropolitan,5682.0
